actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-05-11T23:46:14.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-05-11T23:46:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-05-11T23:46:16.4Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2023-05-11T23:46:16Z,40000,False,,,0,,Jump Ball J. Embiid vs. R. Williams III: Tip to J. Harden,"[201935, 203954, 1629057]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-05-11T23:46:36.2Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,0,0,2023-05-11T23:46:41Z,70000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,200832.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2023-05-11T23:46:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,92.29632063074901,1.470588235294116,1610612738,0,0,2023-05-11T23:46:56Z,80000,False,-243.0,20.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,24.34,Missed,,,,,,,,,,,,,,,,
9,PT11M27.00S,2023-05-11T23:46:55.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,0,0,2023-05-11T23:46:56Z,90000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M19.00S,2023-05-11T23:47:07.1Z,1,REGULAR,foul,personal,[],1629057,,,1610612755,0,0,2023-05-11T23:47:17Z,100000,False,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 201935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,1.0,0.0,Harden,201935.0,,,,,,,,
12,PT11M07.00S,2023-05-11T23:47:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.32128777923785,51.96078431372549,1610612755,0,0,2023-05-11T23:47:38Z,120000,False,-10.0,73.0,1,left,MISS T. Maxey 7' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,7.34,Missed,,,,,,,,,,,,,,,,
13,PT11M04.00S,2023-05-11T23:47:36.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2023-05-11T23:47:36Z,130000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT10M52.00S,2023-05-11T23:47:48.5Z,1,REGULAR,3pt,Jump Shot,[],203935,66.93495400788436,39.4607843137255,1610612738,0,3,2023-05-11T23:47:53Z,140000,False,-53.0,258.0,1,right,M. Smart 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,26.36,Made,,,,,,,,,3.0,J. Tatum,1628369.0,1.0,,,,
16,PT10M32.00S,2023-05-11T23:48:07.8Z,1,REGULAR,3pt,Jump Shot,[],200782,4.77989487516426,95.34313725490196,1610612755,3,3,2023-05-11T23:48:11Z,160000,False,-227.0,-8.0,1,left,P. Tucker 3PT  (3 PTS) (J. Harden 1 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,,,22.68,Made,,,,,,,,,3.0,J. Harden,201935.0,1.0,,,,
18,PT10M19.00S,2023-05-11T23:48:21.8Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,3,3,2023-05-11T23:48:27Z,180000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,Tucker,200782.0,,
19,PT10M19.00S,2023-05-11T23:48:21.8Z,1,REGULAR,steal,,[],200782,,,1610612755,3,3,2023-05-11T23:48:23Z,190000,False,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2023-05-11T23:48:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203954,11.087385019710908,52.69607843137255,1610612755,3,3,2023-05-11T23:48:33Z,200000,False,-13.0,52.0,1,left,MISS J. Embiid running finger roll Layup,[203954],1610612755.0,PHI,running finger roll,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,5.34,Missed,,,,,,,,,,,,,,,,
21,PT10M10.00S,2023-05-11T23:48:30.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,3,3,2023-05-11T23:48:33Z,210000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M06.00S,2023-05-11T23:48:34.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629057,94.53022339027595,51.470588235294116,1610612738,3,5,2023-05-11T23:49:19Z,220000,False,7.0,-1.0,1,right,R. Williams III running DUNK (2 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,0.75,Made,,,,,,,,,2.0,J. Tatum,1628369.0,2.0,,,,
24,PT09M51.00S,2023-05-11T23:48:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,7.539421813403408,63.23529411764706,1610612755,3,5,2023-05-11T23:48:54Z,240000,False,-66.0,18.0,1,left,MISS J. Embiid 6' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,6.87,Missed,,,,,,,,,,,,,,,,
25,PT09M49.00S,2023-05-11T23:48:51.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,5,2023-05-11T23:48:54Z,250000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
26,PT09M45.00S,2023-05-11T23:48:55.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,83.09789750328515,41.17647058823529,1610612738,3,7,2023-05-11T23:49:05Z,260000,False,-44.0,106.0,1,right,J. Brown 11' running pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,11.52,Made,,,,,,,,,2.0,,,,,,,
27,PT09M15.00S,2023-05-11T23:49:26.0Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,3,7,2023-05-11T23:49:30Z,270000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 203935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,Smart,203935.0,,
28,PT09M15.00S,2023-05-11T23:49:26.0Z,1,REGULAR,steal,,[],203935,,,1610612738,3,7,2023-05-11T23:49:28Z,280000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2023-05-11T23:50:08.4Z,1,REGULAR,foul,personal,['1freethrow'],203954,,,1610612738,3,7,2023-05-11T23:50:20Z,310000,False,,,0,,J. Embiid transition take personal FOUL (1 PF) (Smart 1 FT),"[203954, 203935]",1610612755.0,PHI,transition take,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,2714.0,,,,,,,,1.0,0.0,Smart,203935.0,,,,,,,,
33,PT09M15.00S,2023-05-11T23:50:22.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,3,8,2023-05-11T23:50:22Z,330000,False,,,0,,J. Tatum transition take Free Throw 1 of 1 (1 PTS),[1628369],1610612738.0,BOS,transition take,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
34,PT09M06.00S,2023-05-11T23:50:32.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,84.93758212877792,43.13725490196079,1610612738,3,8,2023-05-11T23:50:35Z,340000,False,-34.0,89.0,1,right,MISS J. Tatum 9' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,9.55,Missed,,,,,,,,,,,,,,,,
35,PT09M03.00S,2023-05-11T23:50:34.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,3,8,2023-05-11T23:50:34Z,350000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT08M55.00S,2023-05-11T23:50:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,11.48160315374507,46.07843137254902,1610612755,3,8,2023-05-11T23:50:46Z,360000,False,20.0,55.0,1,left,MISS T. Harris pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,5.88,Missed,,,,,,,,,,,,,,,,
37,PT08M53.00S,2023-05-11T23:50:44.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,3,8,2023-05-11T23:50:44Z,370000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT08M36.00S,2023-05-11T23:51:18.4Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,3,8,2023-05-11T23:51:23Z,380000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Brown 2 FT),"[200782, 1627759]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,2714.0,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,,,
40,PT08M36.00S,2023-05-11T23:51:43.3Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,3,9,2023-05-11T23:51:43Z,400000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
42,PT08M36.00S,2023-05-11T23:52:00.0Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,3,10,2023-05-11T23:52:00Z,410000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,4.0,,,,,,,
43,PT08M21.00S,2023-05-11T23:52:15.1Z,1,REGULAR,3pt,Jump Shot,[],201935,33.952036793692514,47.30392156862745,1610612755,3,10,2023-05-11T23:52:18Z,420000,False,13.0,267.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,26.69,Missed,,,,,,,,,,,,,,,,
44,PT08M19.00S,2023-05-11T23:52:17.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,10,2023-05-11T23:52:17Z,430000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,
45,PT08M11.00S,2023-05-11T23:52:25.7Z,1,REGULAR,3pt,Jump Shot,[],203935,73.37385019710908,88.97058823529412,1610612738,3,13,2023-05-11T23:52:30Z,440000,False,195.0,198.0,1,right,M. Smart 27' 3PT  (6 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,27.77,Made,,,,,,,,,6.0,J. Brown,1627759.0,1.0,,,,
47,PT08M10.00S,2023-05-11T23:52:31.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,3,13,2023-05-11T23:52:31Z,460000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2023-05-11T23:56:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.84034165571616,61.76470588235294,1610612755,3,13,2023-05-11T23:56:34Z,470000,False,-59.0,125.0,1,left,MISS J. Embiid 13' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,13.78,Missed,,,,,,,,,,,,,,,,
49,PT07M46.00S,2023-05-11T23:56:30.0Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,3,13,2023-05-11T23:56:30Z,480000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,
50,PT07M34.00S,2023-05-11T23:56:42.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,20.811432325886997,2.205882352941174,1610612755,3,13,2023-05-11T23:57:15Z,490000,False,239.0,143.0,1,left,MISS J. Harden 27' step back 3PT - blocked,"[201935, 1628369]",1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,27.86,Missed,,,,,,,,,,,,,,,Tatum,1628369.0
51,PT07M34.00S,2023-05-11T23:56:42.1Z,1,REGULAR,block,,[],1628369,,,1610612755,3,13,2023-05-11T23:56:45Z,500000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
52,PT07M34.00S,2023-05-11T23:56:42.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,3,13,2023-05-11T23:57:15Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,50.0,,,,,,,,,,,,,,,
54,PT07M34.00S,2023-05-11T23:57:19.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202699,5.042706964520377,34.06862745098039,1610612755,3,13,2023-05-11T23:57:56Z,530000,False,80.0,-5.0,1,left,MISS T. Harris 7' fadeaway Shot,[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,Mid-Range,0-8 Center,,,7.99,Missed,,,,,,,,,,,,,,,,
55,PT07M34.00S,2023-05-11T23:57:19.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,3,13,2023-05-11T23:57:56Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,0-8 Center,,,,,54.0,,,,,,,,,,,,,,,
56,PT07M33.00S,2023-05-11T23:57:25.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,3,13,2023-05-11T23:57:31Z,550000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2023-05-11T23:57:29.6Z,1,REGULAR,substitution,out,[],200782,,,1610612738,3,13,2023-05-11T23:57:35Z,560000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M33.00S,2023-05-11T23:57:29.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612738,3,13,2023-05-11T23:57:35Z,570000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M19.00S,2023-05-11T23:57:56.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,94.26741130091985,49.50980392156863,1610612738,3,15,2023-05-11T23:58:00Z,580000,False,-2.0,1.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (J. Tatum 3 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,0.29,Made,,,,,,,,,4.0,J. Tatum,1628369.0,3.0,,,,
61,PT07M08.00S,2023-05-11T23:58:08.3Z,1,REGULAR,2pt,Jump Shot,[],1630178,6.225361366622863,66.42156862745098,1610612755,3,15,2023-05-11T23:58:15Z,600000,False,-82.0,6.0,1,left,MISS T. Maxey 8' driving floating Shot - blocked,"[1630178, 1629057]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,8.23,Missed,,,,,,,,,,,,,,,Williams III,1629057.0
62,PT07M08.00S,2023-05-11T23:58:08.3Z,1,REGULAR,block,,[],1629057,,,1610612755,3,15,2023-05-11T23:58:12Z,610000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2023-05-11T23:58:13.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,15,2023-05-11T23:58:15Z,620000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,
64,PT07M00.00S,2023-05-11T23:58:15.7Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,3,15,2023-05-12T00:01:07Z,630000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,Harden,201935.0,,
65,PT07M00.00S,2023-05-11T23:58:15.7Z,1,REGULAR,steal,,[],201935,,,1610612755,3,15,2023-05-11T23:58:17Z,640000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2023-05-11T23:58:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,8.590670170827863,58.57843137254902,1610612755,3,15,2023-05-11T23:58:29Z,650000,False,-43.0,28.0,1,left,MISS T. Harris running Layup,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,5.14,Missed,,,,,,,,,,,,,,,,
68,PT06M54.00S,2023-05-11T23:58:22.4Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,3,15,2023-05-11T23:58:29Z,670000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,
69,PT06M49.00S,2023-05-11T23:58:30.8Z,1,REGULAR,foul,personal,[],201935,,,1610612738,3,15,2023-05-11T23:58:36Z,680000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1628369]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,200832.0,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,,,,
71,PT06M49.00S,2023-05-11T23:58:36.7Z,1,REGULAR,substitution,out,[],203935,,,1610612738,3,15,2023-05-11T23:58:40Z,700000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M49.00S,2023-05-11T23:58:36.7Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,3,15,2023-05-11T23:58:40Z,710000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M42.00S,2023-05-11T23:58:56.3Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,3,15,2023-05-11T23:59:00Z,720000,False,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1630178]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,Maxey,1630178.0,,
74,PT06M42.00S,2023-05-11T23:58:56.3Z,1,REGULAR,steal,,[],1630178,,,1610612755,3,15,2023-05-11T23:58:58Z,730000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
75,PT06M39.00S,2023-05-11T23:58:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,6.093955321944804,50.245098039215684,1610612755,5,15,2023-05-11T23:59:04Z,740000,False,-1.0,5.0,1,left,T. Maxey running Layup (2 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,0.49,Made,,,,,,,,,2.0,,,,,,,
76,PT06M22.00S,2023-05-11T23:59:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,84.67477003942182,51.22549019607843,1610612738,5,15,2023-05-11T23:59:20Z,750000,False,6.0,92.0,1,right,MISS D. White 9' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,9.18,Missed,,,,,,,,,,,,,,,,
77,PT06M20.00S,2023-05-11T23:59:18.8Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,5,15,2023-05-11T23:59:18Z,760000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,
78,PT06M19.00S,2023-05-11T23:59:20.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,68.64323258869908,78.67647058823529,1610612738,5,15,2023-05-11T23:59:24Z,770000,False,143.0,242.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,28.16,Missed,,,,,,,,,,,,,,,,
79,PT06M18.00S,2023-05-11T23:59:21.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,5,15,2023-05-11T23:59:24Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,78.0,,,,,,,,,,,,,,,
81,PT06M18.00S,2023-05-11T23:59:27.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612755,5,15,2023-05-11T23:59:31Z,800000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M18.00S,2023-05-11T23:59:27.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612755,5,15,2023-05-11T23:59:31Z,810000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M59.00S,2023-05-11T23:59:57.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,6.093955321944804,48.774509803921575,1610612755,7,15,2023-05-12T00:00:01Z,820000,False,6.0,5.0,1,left,J. Embiid driving DUNK (2 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,0.78,Made,,,,,,,,,2.0,J. Harden,201935.0,2.0,,,,
85,PT05M36.00S,2023-05-12T00:00:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.30946123521682,56.127450980392155,1610612738,7,15,2023-05-12T00:03:09Z,840000,False,31.0,114.0,1,right,MISS J. Brown 11' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,11.78,Missed,,,,,,,,,,,,,,,,
86,PT05M32.00S,2023-05-12T00:00:24.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,7,15,2023-05-12T00:00:25Z,850000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,
87,PT05M14.00S,2023-05-12T00:00:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.84691195795007,43.38235294117647,1610612755,7,15,2023-05-12T00:00:45Z,860000,False,33.0,78.0,1,left,MISS J. Harden 8' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,8.45,Missed,,,,,,,,,,,,,,,,
88,PT05M13.00S,2023-05-12T00:00:42.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,15,2023-05-12T00:00:45Z,870000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,
89,PT05M12.00S,2023-05-12T00:00:47.6Z,1,REGULAR,turnover,traveling,[],1627763,,,1610612738,7,15,2023-05-12T00:00:52Z,880000,False,,,0,,M. Brogdon traveling TURNOVER (1 TO),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,2530.0,1.0,,,,,,,,,,,,,,,,,,
